kennel,animalid,jurisdiction,intype,insubtype,indate,surreason,outtype,outsubtype,outdate,animaltype,sex,bites,petsize,color,breed,sourcezipcode,ObjectId
C220,A720173,40215,STRAY,OTC,2022-07-25 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-07-27 00:00:00,CAT,N,N,KITTN,LILAC PT,SNOWSHOE / SIAMESE,40215,20599
LOST,A713502,,LOST,WEB,2022-03-30 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,BEAGLE,,20600
TNR/SNR,A721457,40214,STRAY,OTC,2022-08-17 00:00:00,STRAY,RELEASE,,2022-08-19 00:00:00,CAT,S,N,SMALL,CALICO,DOMESTIC SH,40219,20601
NECROPSY,A728800,40229,STRAY,OTC,2022-12-14 00:00:00,STRAY,DISPOSAL,NECROPSY,2022-12-15 00:00:00,CAT,N,N,MED,BLACK / WHITE,DOMESTIC SH,40229,20602
109,A729818,40220,STRAY,FIELD,2023-01-05 00:00:00,STRAY,FOSTER,VACATION,2023-01-26 00:00:00,DOG,N,N,MED,BLACK,LABRADOR RETR / MIX,40245,20603
C220,A720175,40215,STRAY,OTC,2022-07-25 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-07-27 00:00:00,CAT,N,N,KITTN,GRAY TABBY / WHITE,DOMESTIC SH,40215,20604
K105B,A713630,40272,STRAY,OTC,2022-04-01 00:00:00,STRAY,TRANSPORT,RESCUE GRP,2022-04-23 00:00:00,DOG,S,N,SMALL,TRICOLOR,RAT TERRIER,40272,20605
901,A721506,40214,STRAY,FIELD,2022-08-18 00:00:00,STRAY,RTO,IN KENNEL,2022-08-23 00:00:00,DOG,M,N,LARGE,CHOCOLATE / WHITE,PIT BULL / GERM SHEPHERD,40214,20606
N31,A720278,40228,STRAY,FIELD,2022-07-26 00:00:00,STRAY,ADOPTION,FRIEND,2022-08-11 00:00:00,DOG,S,N,LARGE,BLACK / BROWN,GERM SHEPHERD,40218,20607
LOST,A730135,,LOST,WEB,2023-01-05 00:00:00,,,,,CAT,M,,MED,BLACK,DOMESTIC SH,,20608
INTAKE,A720210,40258,STRAY,OTC,2022-07-26 00:00:00,STRAY,EUTH,INHUMANE,2022-07-26 00:00:00,CAT,M,N,MED,BRN TABBY / WHITE,DOMESTIC SH,40258,20609
FOSTER,A713653,40272,FOSTER,RETURN,2022-04-08 00:00:00,STRAY,FOSTER,VACATION,2022-04-09 00:00:00,DOG,N,N,SMALL,WHITE / WHITE,BORDER TERRIER / MIX,40242,20610
FOUND,A721597,,FOUND,WEB,2022-08-18 00:00:00,,,,,DOG,F,,SMALL,WHITE,SHIH TZU,,20611
TNR/SNR,A720329,40219,STRAY,OTC,2022-07-27 00:00:00,STRAY,SNR,,2022-07-29 00:00:00,CAT,N,N,SMALL,GRAY / WHITE,DOMESTIC SH,40222,20612
C217,A730175,40218,STRAY,OTC,2023-01-09 00:00:00,STRAY,TRANSFER,KHS,2023-01-11 00:00:00,CAT,M,N,KITTN,BRN TABBY,DOMESTIC SH,40218,20613
N32,A720229,40218,FOSTER,RETURN,2022-09-13 00:00:00,STRAY,ADOPTION,WALK IN,2022-09-14 00:00:00,DOG,S,N,MED,BLUE,PIT BULL,40218,20614
NP,A713653,40242,FOSTER,RETURN,2022-04-13 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-04-13 00:00:00,DOG,N,N,SMALL,WHITE / WHITE,BORDER TERRIER / MIX,40242,20615
FOUND,A721681,,FOUND,WEB,2022-08-20 00:00:00,,,,,DOG,,,,UNKNOWN,BOSTON TERRIER,,20616
FREEZER,A720378,40211,DISPOSAL,FIELD,2022-07-27 00:00:00,DOA,DISPOSAL,DEAD ARRIV,2022-08-01 00:00:00,DOG,F,N,LARGE,BLACK / BROWN,ROTTWEILER,40211,20617
LOST,A730267,,LOST,WEB,2023-01-05 00:00:00,,,,,CAT,M,,,BLACK,DOMESTIC SH,,20618
C302,A720352,40215,STRAY,OTC,2022-07-27 00:00:00,STRAY,RTF,,2022-08-21 00:00:00,CAT,N,N,MED,GRAY,DOMESTIC SH,40215,20619
NF1,A721709,40215,STRAY,OTC,2022-08-22 00:00:00,STRAY,ADOPTION,WALK IN,2022-08-28 00:00:00,CAT,S,N,KITTN,TORTIE / MUTED,DOMESTIC SH,40218,20620
N33,A713714,40214,STRAY,OTC,2022-04-04 00:00:00,STRAY,ADOPTION,WEB PF,2022-04-12 00:00:00,DOG,S,N,PUPPY,TAN / WHITE,LABRADOR RETR / GOLDEN RETR,40208,20621
NF1,A721885,40218,STRAY,OTC,2022-08-22 00:00:00,STRAY,ADOPTION,INTERNET,2022-08-27 00:00:00,CAT,S,N,KITTN,GRAY TABBY / WHITE,DOMESTIC SH,40218,20622
N34,A720468,40214,STRAY,OTC,2022-07-28 00:00:00,STRAY,ADOPTION,WALK IN,2022-10-25 00:00:00,DOG,N,N,MED,BROWN,MASTIFF,40214,20623
FOSTER,A730426,40219,FOSTER,RETURN,2023-02-17 00:00:00,STRAY,FOSTER,TOO YOUNG,2023-02-17 00:00:00,DOG,S,N,PUPPY,BLACK,PIT BULL,40218,20624
FOSTER,A720418,40218,FOSTER,RETURN,2022-08-15 00:00:00,STRAY,TRANSFER,RESCUE GRP,2022-08-15 00:00:00,RABBIT,M,N,SMALL,BLUE,RABBIT SH,40214,20625
LOST,A730610,,LOST,WEB,2023-01-19 00:00:00,,,,,DOG,F,,MED,BLACK,GERM SHEPHERD,,20626
509,A713735,40204,STRAY,OTC,2022-04-04 00:00:00,STRAY,RTO,IN KENNEL,2022-04-04 00:00:00,DOG,M,N,LARGE,TAN,LABRADOR RETR / GOLDEN RETR,40204,20627
TNR/SNR,A720632,40258,STRAY,OTC,2022-08-01 00:00:00,STRAY,TNR,,2022-08-03 00:00:00,CAT,S,N,MED,BRN TABBY,DOMESTIC SH,40258,20628
FOUND,A722058,,FOUND,WEB,2022-08-23 00:00:00,,,,,DOG,M,,MED,UNKNOWN,BULL TERRIER,,20629
LOST,A720511,,LOST,WEB,2022-06-27 00:00:00,,,,,DOG,F,,SMALL,UNKNOWN,POMERANIAN,,20630
FOSTER,A730927,40212,STRAY,OTC,2023-01-24 00:00:00,STRAY,RTO,IN KENNEL,2023-01-26 00:00:00,DOG,M,N,SMALL,BLACK / TAN,POMERANIAN,40204,20631
N35,A713738,40222,FOSTER,RETURN,2022-04-18 00:00:00,FOSTER RET,ADOPTION,FOSTER,2022-04-19 00:00:00,DOG,S,N,MED,BLACK,PIT BULL,40222,20632
C219,A720884,40203,STRAY,OTC,2022-08-05 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-08-09 00:00:00,CAT,N,N,KITTN,ORANGE,DOMESTIC SH,47130,20633
908,A722243,40218,STRAY,FIELD,2022-08-26 00:00:00,STRAY,TRANSFER,KHS,2022-09-12 00:00:00,DOG,M,N,LARGE,BROWN / TAN,DOBERMAN PINSCH,40202,20634
FOSTER,A720562,40203,STRAY,OTC,2022-07-30 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-07-30 00:00:00,CAT,S,N,KITTN,TORTIE,DOMESTIC SH,40212,20635
FOUND,A731034,,FOUND,WEB,2023-01-26 00:00:00,,,,,DOG,M,,SMALL,UNKNOWN,AM PIT BULL TER,40219,20636
N29,A713738,40222,RETURN,ADOPTION,2022-04-24 00:00:00,CHASES ANI,ADOPTION,WALK IN,2022-05-07 00:00:00,DOG,S,N,MED,BLACK,PIT BULL,40222,20637
TNR/SNR,A720997,40212,STRAY,OTC,2022-08-08 00:00:00,STRAY,SNR,,2022-08-11 00:00:00,CAT,S,N,MED,BLACK,DOMESTIC LH,40219,20638
TNR/SNR,A722286,40258,STRAY,OTC,2022-08-26 00:00:00,STRAY,SNR,,2022-08-31 00:00:00,CAT,N,N,LARGE,WHITE / ORANGE,DOMESTIC SH,40258,20639
BARN,A720609,40245,CONFISCATE,HOSPITAL,2022-07-31 00:00:00,OWNER MED,FOSTER,,2022-08-09 00:00:00,RABBIT,M,N,LARGE,TAN,RABBIT SH,40241,20640
LOST,A731086,,LOST,WEB,2023-01-19 00:00:00,,,,,DOG,M,,LARGE,BROWN,GERM SHEPHERD,,20641
NP,A713741,40219,STRAY,OTC,2022-04-04 00:00:00,STRAY,ADOPTION,WALK IN,2022-04-16 00:00:00,DOG,N,N,MED,TAN,CAIRN TERRIER / MIX,40219,20642
TNR/SNR,A720999,40212,STRAY,OTC,2022-08-08 00:00:00,STRAY,SNR,,2022-08-10 00:00:00,CAT,N,N,SMALL,BRN TABBY / WHITE,DOMESTIC LH,40219,20643
TNR/SNR,A722304,40216,STRAY,FIELD,2022-08-26 00:00:00,STRAY,TNR,,2022-08-31 00:00:00,CAT,N,N,LARGE,ORANGE,DOMESTIC SH,40216,20644
C130,A720638,40245,STRAY,OTC,2022-08-01 00:00:00,STRAY,RTO,IN KENNEL,2022-08-04 00:00:00,CAT,M,N,MED,BRN TABBY,DOMESTIC SH,40216,20645
BARN,A731200,40219,STRAY,OTC,2023-01-28 00:00:00,STRAY,TRANSFER,RESCUE GRP,2023-02-02 00:00:00,RABBIT,F,N,MED,CREAM / WHITE,CREME DARGENT,40219,20646
FOUND,A713768,,FOUND,WEB,2022-02-28 00:00:00,,,,,CAT,F,,MED,UNKNOWN / WHITE,BRITISH SH,,20647
C102,A722322,40208,STRAY,OTC,2022-08-27 00:00:00,STRAY,TNR,CARETAKER,2022-08-29 00:00:00,CAT,S,N,LARGE,BLACK / WHITE,DOMESTIC LH,40208,20648
NF2,A720884,40214,FOSTER,RETURN,2022-08-31 00:00:00,FOSTER RET,ADOPTION,INTERNET,2022-09-17 00:00:00,CAT,N,N,KITTN,ORANGE,DOMESTIC SH,40214,20649
NECROPSY,A696013,40215,DISPOSAL,FIELD,2021-07-24 00:00:00,DOA,DISPOSAL,NECROPSY,2021-07-27 00:00:00,CAT,N,N,LARGE,BRN TABBY / WHITE,DOMESTIC SH,40218,20650
N03,A713788,40229,STRAY,OTC,2022-04-05 00:00:00,STRAY,ADOPTION,WALK IN,2022-04-16 00:00:00,DOG,N,N,SMALL,BLACK / WHITE,ALASKAN HUSKY,40229,20651
FOUND,A721250,,FOUND,WEB,2022-08-14 00:00:00,,,,,DOG,,,,UNKNOWN,BEAGLE,,20652
INTAKE,A722746,40210,STRAY,OTC,2022-08-30 00:00:00,STRAY,EUTH,INHUMANE,2022-08-30 00:00:00,CAT,N,N,LARGE,BUFF,DOMESTIC SH,40210,20653
C404,A720920,40258,STRAY,OTC,2022-08-06 00:00:00,STRAY,FOSTER,MEDICAL,2022-08-10 00:00:00,CAT,N,N,KITTN,SEAL PT,DOMESTIC LH,40258,20654
N19,A696151,40212,STRAY,OTC,2021-07-27 00:00:00,STRAY,TRANSFER,KHS,2021-09-09 00:00:00,DOG,S,N,MED,GRAY / WHITE,PIT BULL / MIX,40212,20655
TNR/SNR,A713820,40223,STRAY,OTC,2022-04-06 00:00:00,STRAY,RTO,IN KENNEL,2022-04-07 00:00:00,CAT,S,N,MED,BRN TABBY,DOMESTIC SH,40223,20656
FOUND,A733694,,FOUND,WEB,2023-03-13 00:00:00,,,,,DOG,M,,SMALL,WHITE,JACK RUSS TERR,40272,20657
NP,A722781,40212,STRAY,FIELD,2022-08-31 00:00:00,STRAY,ADOPTION,WALK IN,2022-09-07 00:00:00,DOG,S,N,SMALL,FAWN,PRESA CANARIO,40218,20658
N40,A720939,40241,STRAY,OTC,2022-08-07 00:00:00,STRAY,ADOPTION,WALK IN,2022-10-18 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC MH,40241,20659
TNR/SNR,A713283,40214,STRAY,OTC,2022-03-26 00:00:00,STRAY,RTO,IN KENNEL,2022-03-26 00:00:00,CAT,N,N,SMALL,ORG TABBY / WHITE,DOMESTIC SH,40214,20660
LOST,A713924,,LOST,WEB,2022-02-05 00:00:00,,,,,CAT,,,,UNKNOWN,DOMESTIC SH,,20661
FOUND,A721705,,FOUND,WEB,2022-08-21 00:00:00,,,,,DOG,M,,SMALL,BLACK,BEAGLE,,20662
LOST,A722830,,LOST,WEB,2022-08-27 00:00:00,,,,,CAT,M,,LARGE,BROWN,BENGAL,,20663
FOSTER,A720980,40245,STRAY,OTC,2022-08-08 00:00:00,STRAY,FOSTER,VACATION,2022-08-17 00:00:00,DOG,S,N,MED,BRN TIGER / WHITE,LABRADOR RETR / MIX,40245,20664
C109,A713350,40214,STRAY,FIELD,2022-03-28 00:00:00,STRAY,SNR,,2022-04-16 00:00:00,CAT,N,N,SMALL,GRAY / WHITE,DOMESTIC SH,40214,20665
C110,A713948,40217,STRAY,OTC,2022-04-09 00:00:00,STRAY,RTO,IN KENNEL,2022-04-09 00:00:00,CAT,S,N,MED,WHITE / BLACK,DOMESTIC LH,40217,20666
TNR/SNR,A721901,40218,STRAY,OTC,2022-08-22 00:00:00,STRAY,SNR,,2022-08-24 00:00:00,CAT,N,N,SMALL,TRICOLOR,DOMESTIC SH,40218,20667
FOSTER,A722857,40211,STRAY,FIELD,2022-09-01 00:00:00,STRAY,FOSTER,CONTAG DIS,2022-09-06 00:00:00,DOG,F,N,SMALL,TAN,PIT BULL,40211,20668
LOST,A721181,,LOST,WEB,2022-07-11 00:00:00,,,,,DOG,F,,MED,UNKNOWN,AM PIT BULL TER,,20669
N07,A713365,40208,STRAY,OTC,2022-03-28 00:00:00,STRAY,TRANSFER,KHS,2022-04-14 00:00:00,DOG,S,N,MED,BROWN / BLACK,GERM SHEPHERD,40207,20670
C205,A713969,40216,STRAY,FIELD,2022-04-09 00:00:00,STRAY,TRANSFER,RESCUE GRP,2022-04-11 00:00:00,CAT,S,N,KITTN,ORANGE,DOMESTIC SH,40216,20671
TNR/SNR,A721903,40218,STRAY,OTC,2022-08-22 00:00:00,STRAY,SNR,,2022-08-24 00:00:00,CAT,S,N,SMALL,TRICOLOR,DOMESTIC SH,40218,20672
C305,A722862,40213,STRAY,OTC,2022-09-01 00:00:00,STRAY,EUTH,MEDICAL,2022-09-06 00:00:00,CAT,N,N,MED,BLK TABBY,DOMESTIC SH,40213,20673
FREEZER,A733643,40218,DISPOSAL,STRAY,2023-03-13 00:00:00,STRAY,DISPOSAL,STRAY,2023-03-13 00:00:00,CAT,U,N,MED,BRN TABBY,DOMESTIC SH,40214,20674
ID09,A713430,40272,STRAY,FIELD,2022-03-29 00:00:00,STRAY,RTO,,2022-03-30 00:00:00,DOG,S,N,MED,WHITE / TAN,BLACK MOUTH CUR,40272,20675
NP,A714234,40118,FOSTER,RETURN,2022-05-10 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-05-10 00:00:00,CAT,N,N,KITTN,ORG TABBY,DOMESTIC MH,40219,20676
C205,A722916,40219,STRAY,OTC,2022-09-02 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-09-07 00:00:00,CAT,S,N,KITTN,TORTIE,DOMESTIC SH,40219,20677
LOST,A733722,,LOST,WEB,2023-03-14 00:00:00,,,,,CAT,M,,,UNKNOWN,AMER SH,,20678
ACO UNIT,A713437,40245,STRAY,FIELD,2022-03-30 00:00:00,STRAY,RTO,IN FIELD,2022-03-30 00:00:00,CAT,F,N,KITTN,GRAY TIGER,DOMESTIC MH,40202,20679
410,A714339,40216,STRAY,OTC,2023-05-15 00:00:00,STRAY,RTO,IN KENNEL,2023-05-20 00:00:00,DOG,N,N,SMALL,BLACK,BASENJI / MIX,40212,20680
TNR/SNR,A722114,40215,STRAY,OTC,2022-08-24 00:00:00,STRAY,SNR,,2022-08-26 00:00:00,CAT,S,N,KITTN,BRN TABBY,DOMESTIC SH,40219,20681
LOST,A722933,,LOST,WEB,2022-08-31 00:00:00,,,,,DOG,M,,,UNKNOWN,GERM WH POINT,,20682
N03,A722079,40258,STRAY,OTC,2022-08-24 00:00:00,STRAY,ADOPTION,EVENT,2022-09-17 00:00:00,DOG,S,N,LARGE,BLACK,POINTER / MIX,40258,20683
LOST,A713576,,LOST,WEB,2022-03-31 00:00:00,,,,,DOG,F,,,UNKNOWN,CANE CORSO,,20684
FOSTER,A718494,40218,FOSTER,RETURN,2022-09-01 00:00:00,FOSTER RET,ADOPTION,FOSTER,2022-09-01 00:00:00,CAT,N,N,KITTN,ORG TABBY / WHITE,DOMESTIC SH,40207,20685
TNR/SNR,A722116,40215,STRAY,OTC,2022-08-24 00:00:00,STRAY,SNR,,2022-08-26 00:00:00,CAT,S,N,KITTN,BRN TABBY,DOMESTIC SH,40219,20686
LOST,A722939,,LOST,WEB,2022-09-02 00:00:00,,,,,DOG,F,,MED,BROWN,PIT BULL,,20687
C407,A722230,40207,STRAY,OTC,2022-08-25 00:00:00,STRAY,EUTH,MEDICAL,2022-09-12 00:00:00,CAT,F,N,MED,BLACK,DOMESTIC SH,40222,20688
FOSTER,A713613,40203,FOSTER,RETURN,2022-04-05 00:00:00,STRAY,FOSTER,MEDICAL,2022-04-05 00:00:00,CAT,S,N,MED,WHITE / GRAY,DOMESTIC LH,40291,20689
FOUND,A722514,,FOUND,WEB,2022-08-29 00:00:00,,,,,DOG,M,,SMALL,WHITE,CHIHUAHUA SH,,20690
LOST,A722127,,LOST,WEB,2022-08-16 00:00:00,,,,,CAT,M,,MED,UNKNOWN,DOMESTIC SH,,20691
FOUND,A722940,,FOUND,WEB,2022-09-02 00:00:00,,,,,DOG,M,,MED,BROWN,AM PIT BULL TER,,20692
FOSTER,A722232,40242,FOSTER,RETURN,2022-09-16 00:00:00,STRAY,FOSTER,MEDICAL,2022-09-17 00:00:00,DOG,S,N,MED,WHITE / BLACK,LABRADOR RETR / AUST CATTLE DOG,40299,20693
FOSTER,A735857,40211,STRAY,OTC,2023-04-07 00:00:00,STRAY,FOSTER,STRAY,2023-04-12 00:00:00,DOG,N,N,TOY,BLACK / WHITE,CHIHUAHUA LH / MIX,40217,20694
FOSTER,A691951,40272,OWNER SUR,FIELD,2021-05-02 00:00:00,UNKNOWN,FOSTER,MEDICAL,2021-05-08 00:00:00,DOG,S,N,PUPPY,BLACK / BROWN,BLACK/TAN HOUND,40219,20695
TNR/SNR,A722268,40299,STRAY,OTC,2022-08-26 00:00:00,STRAY,ADOPTION,WALK IN,2022-09-01 00:00:00,CAT,S,N,KITTN,GRAY TABBY,DOMESTIC SH,40299,20696
INTAKE,A723017,40211,STRAY,OTC,2022-09-05 00:00:00,STRAY,EUTH,INHUMANE,2022-09-05 00:00:00,DOG,F,N,PUPPY,GRAY / BROWN,PIT BULL,40211,20697
FOSTER,A722232,40242,FOSTER,RETURN,2022-10-08 00:00:00,STRAY,ADOPTION,INTERNET,2022-10-08 00:00:00,DOG,S,N,MED,WHITE / BLACK,LABRADOR RETR / AUST CATTLE DOG,40299,20698
FOSTER,A735857,40217,FOSTER,RETURN,2023-11-17 00:00:00,FOSTER RET,ADOPTION,FOSTER,2023-11-17 00:00:00,DOG,N,N,TOY,BLACK / WHITE,CHIHUAHUA LH / MIX,40217,20699
FOSTER,A692077,40218,STRAY,FIELD,2021-05-05 00:00:00,STRAY,FOSTER,TOO YOUNG,2021-05-06 00:00:00,CAT,S,N,KITTN,BRN TABBY / WHITE,DOMESTIC SH,40208,20700
NF1,A722323,40258,STRAY,OTC,2022-08-27 00:00:00,ABANDON,ADOPTION,WALK IN,2022-09-16 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40258,20701
TNR/SNR,A723071,40211,STRAY,OTC,2022-09-06 00:00:00,STRAY,SNR,,2022-09-08 00:00:00,CAT,N,N,MED,BRN TABBY / ORANGE,DOMESTIC SH,40205,20702
201,A722296,40212,STRAY,OTC,2022-08-26 00:00:00,STRAY,ADOPTION,INTERNET,2022-09-02 00:00:00,DOG,N,N,MED,WHITE / BROWN,PIT BULL / MIX,40212,20703
K110,A735881,40272,STRAY,OTC,2023-04-08 00:00:00,STRAY,RTO,IN KENNEL,2023-04-09 00:00:00,DOG,S,N,SMALL,WHITE / TAN,JACK RUSS TER,40272,20704
TNR/SNR,A692093,40215,STRAY,FIELD,2021-05-05 00:00:00,INJURED,SNR,,2021-05-07 00:00:00,CAT,N,N,LARGE,ORANGE / WHITE,DOMESTIC MH,40215,20705
N43,A723132,40210,FOSTER,RETURN,2022-10-27 00:00:00,FOSTER RET,ADOPTION,INTERNET,2022-10-28 00:00:00,CAT,S,N,MED,BLACK / WHITE,DOMESTIC SH,40150,20706
CW13,A722315,40212,FOSTER,RETURN,2022-09-25 00:00:00,STRAY,FOSTER,MEDICAL,2022-09-26 00:00:00,CAT,S,N,KITTN,BLACK / WHITE,DOMESTIC SH,40023,20707
C216,A725017,40258,STRAY,OTC,2022-10-06 00:00:00,STRAY,TRANSFER,KHS,2022-10-10 00:00:00,CAT,F,N,KITTN,BRN TABBY,DOMESTIC SH,40214,20708
FOSTER,A692164,40299,STRAY,OTC,2021-05-07 00:00:00,STRAY,FOSTER,,2021-05-07 00:00:00,CAT,S,N,KITTN,GRAY / WHITE,DOMESTIC SH,40258,20709
N33,A722325,40218,FOSTER,RETURN,2022-10-06 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-11-23 00:00:00,DOG,N,N,MED,TAN / WHITE,AUST CATTLE DOG / BOXER,40218,20710
N43,A722315,40212,FOSTER,RETURN,2022-11-22 00:00:00,FOSTER RET,ADOPTION,INTERNET,2022-12-02 00:00:00,CAT,S,N,KITTN,BLACK / WHITE,DOMESTIC SH,40023,20711
NF1,A723137,40210,FOSTER,RETURN,2022-11-08 00:00:00,FOSTER RET,ADOPTION,INTERNET,2022-11-12 00:00:00,CAT,S,N,KITTN,BLACK / WHITE,DOMESTIC MH,40150,20712
K104B,A725043,40212,STRAY,FIELD,2022-10-06 00:00:00,STRAY,TRANSFER,KHS,2022-10-24 00:00:00,DOG,F,N,SMALL,BLACK / WHITE,LABRADOR RETR / MIX,40212,20713
LOST,A706868,,LOST,WEB,2021-12-02 00:00:00,,,,,CAT,F,,TOY,UNKNOWN,AMER SH,,20714
N30,A722325,40272,RETURN,ADOPTION,2022-12-01 00:00:00,OTHER PET,ADOPTION,INTERNET,2022-12-08 00:00:00,DOG,N,N,MED,TAN / WHITE,AUST CATTLE DOG / BOXER,40272,20715
N06,A722697,40218,STRAY,OTC,2022-08-30 00:00:00,STRAY,ADOPTION,WALK IN,2022-11-08 00:00:00,DOG,N,N,LARGE,BLUE CREAM / WHITE,PIT BULL,40218,20716
FREEZER,A723254,40210,STRAY,OTC,2022-09-10 00:00:00,STRAY,EUTH,CONTAG DIS,2022-09-11 00:00:00,DOG,F,N,SMALL,BLACK,BORDER COLLIE,40210,20717
FOUND,A725069,,FOUND,WEB,2022-10-07 00:00:00,,,,,DOG,F,,MED,BLACK,PIT BULL,40213,20718
N13,A707057,40291,CONFISCATE,CRUELTY,2021-12-13 00:00:00,STRAY,TRANSFER,RESCUE GRP,2022-03-15 00:00:00,DOG,N,N,MED,BLACK / WHITE,LABRADOR RETR / MIX,40202,20719
N17,A722333,40204,FOSTER,RETURN,2022-10-29 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-10-29 00:00:00,DOG,S,N,LARGE,BROWN,GERM SHEPHERD,40204,20720
NF2,A722956,40272,FOSTER,RETURN,2022-10-05 00:00:00,STRAY,ADOPTION,WALK IN,2022-10-07 00:00:00,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,40220,20721
N48,A724816,40272,FOSTER,RETURN,2023-01-13 00:00:00,FOSTER RET,TRANSFER,RESCUE GRP,2023-01-18 00:00:00,CAT,N,N,SMALL,BRN TABBY / WHITE,DOMESTIC SH,40108,20722
N16,A725077,40218,STRAY,OTC,2022-10-07 00:00:00,STRAY,ADOPTION,WALK IN,2022-12-02 00:00:00,DOG,N,N,X-LRG,BROWN,CANE CORSO,40218,20723
NECROPSY,A707065,40291,CONFISCATE,CRUELTY,2021-12-13 00:00:00,STRAY,DISPOSAL,NECROPSY,2021-12-14 00:00:00,OTHER,U,N,SMALL,BROWN,LIZARD,40202,20724
LOST,A722742,,LOST,WEB,2022-08-02 00:00:00,,,,,DOG,M,,X-LRG,UNKNOWN,KANGAL,,20725
NF2,A722958,40272,FOSTER,RETURN,2022-10-05 00:00:00,STRAY,ADOPTION,WALK IN,2022-10-08 00:00:00,CAT,S,N,KITTN,GRAY TABBY,DOMESTIC SH,40220,20726
LOST,A724836,,LOST,WEB,2022-10-02 00:00:00,,,,,CAT,M,,MED,UNKNOWN,SIAMESE,,20727
LOST,A725125,,LOST,WEB,2022-10-08 00:00:00,,,,,DOG,F,,SMALL,UNKNOWN,JAPANESE CHIN,,20728
FOSTER,A707528,40216,STRAY,OTC,2021-12-29 00:00:00,STRAY,FOSTER,STRAY,2022-01-03 00:00:00,DOG,S,N,MED,CHOCOLATE / TAN,SIBERIAN HUSKY / MIX,40207,20729
LOST,A722930,,LOST,WEB,2022-08-31 00:00:00,,,,,CAT,M,,MED,UNKNOWN,AMER SH,,20730
FOUND,A722989,,FOUND,WEB,2022-09-03 00:00:00,,,,,DOG,M,,MED,BROWN,PIT BULL,,20731
NP,A724960,40272,STRAY,FIELD,2022-10-05 00:00:00,STRAY,ADOPTION,INTERNET,2022-10-21 00:00:00,DOG,S,N,MED,WHITE / TAN,RAT TERRIER / MIX,40272,20732
TNR/SNR,A722949,40211,STRAY,OTC,2022-09-03 00:00:00,STRAY,SNR,,2022-09-14 00:00:00,CAT,S,N,KITTN,CALICO / WHITE,DOMESTIC SH,40219,20733
K101B,A725248,40203,STRAY,OTC,2022-10-11 00:00:00,STRAY,RTO,IN KENNEL,2022-10-17 00:00:00,DOG,F,N,MED,TAN,AM PIT BULL TER,40212,20734
N31,A707528,40218,FOSTER,RETURN,2022-02-09 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-02-16 00:00:00,DOG,S,N,MED,CHOCOLATE / TAN,SIBERIAN HUSKY / MIX,40207,20735
NP,A723123,40258,STRAY,OTC,2022-09-07 00:00:00,STRAY,ADOPTION,PRV ADOPT,2022-09-14 00:00:00,DOG,S,N,SMALL,WHITE,MALTESE,40258,20736
LOST,A729511,,LOST,WEB,2023-01-02 00:00:00,,,,,DOG,F,,LARGE,BLACK,GERM SHEPHERD,,20737
N43,A723091,40216,STRAY,FIELD,2022-09-06 00:00:00,ABANDON,ADOPTION,WALK IN,2022-09-13 00:00:00,CAT,S,N,MED,CALICO,DOMESTIC SH,40214,20738
FOSTER,A724983,40215,STRAY,OTC,2022-10-05 00:00:00,STRAY,FOSTER,STRAY,2022-10-11 00:00:00,DOG,N,N,PUPPY,RED / WHITE,BRITTANY / MIX,40208,20739
